TOKEN:	TOKEN_405093767
3347.5313000679	19	Received	0
4226.9017000198	18	Received	0
5684.5671999454	17	Received	0
6450.772300005	18	Received	0
7537.5043001175	3	Received	0
12565.177099943	17	Received	0
13050.819400072	18	Received	0
13284.267299891	17	Received	0
13585.930399895	18	Received	0
14195.942800045	20	Received	0


TOKEN:	TOKEN_629377758
0	7	Created	0
2146.6421000957	19	Received	0
2693.1040999889	17	Received	0
4750.6691999435	12	Received	0
6456.2899999619	9	Received	0
7335.1296000481	12	Received	0
7683.489000082	13	Received	0
8157.1342000961	4	Received	0
8467.7672998905	13	Received	0
8669.9546999931	8	Received	0
9192.3183999062	12	Received	0
9718.7936000824	4	Received	0
10040.83310008	11	Received	0
10300.470900059	9	Received	0
10528.590600014	5	Received	0
10886.262900114	7	Received	0
11341.825299978	4	Received	0
11546.772799969	10	Received	0
11764.587599993	4	Received	0
13511.381700039	5	Received	0


TOKEN:	TOKEN_938088934
4	14	Created	0
1025.0423998833	21	Received	0
1728.5834000111	19	Received	0
2000.548500061	18	Received	0
3791.9658000469	2	Received	0
4261.9481999874	21	Received	11
6189.8540999889	2	Received	11


TOKEN:	TOKEN_442522090
4	19	Created	0
315.43939995766	18	Received	0
533.10080003738	19	Received	0
741.84820008278	18	Received	0
1502.3496999741	23	Received	0
3958.2709999084	20	Received	0
4751.3324999809	2	Received	0
5511.4900000095	19	Received	8
6114.5641999245	22	Received	8
6884.071199894	15	Received	8
9296.2811000347	19	Received	8
10001.849100113	14	Received	8
10859.826499939	23	Received	8
12568.860100031	18	Received	8
12875.723500013	20	Received	8
13806.293499947	13	Received	8
14093.175100088	8	Received	8
14349.314199924	19	Received	8


TOKEN:	TOKEN_642211741
0	6	Created	0
301.94400000572	10	Received	0
1197.5401000977	12	Received	0
1672.6047000885	9	Received	0
2043.3273999691	6	Received	0
2274.4663999081	13	Received	0
2770.55189991	21	Received	0
3162.9965000153	15	Received	0
3430.6421000957	20	Received	0
3719.7883999348	22	Received	0
5784.7750999928	18	Received	0
6404.2186000347	15	Received	0
6662.6424000263	20	Received	0
7555.2481000423	19	Received	0
8824.3822999001	16	Received	0
10034.83039999	22	Received	0
12305.796799898	14	Received	0
12833.802999973	19	Received	0
13207.413300037	14	Received	0
13824.800600052	21	Received	0


TOKEN:	TOKEN_718004220
4	21	Created	0
301.67420005798	15	Received	0
1386.9595999718	16	Received	0
1642.2023999691	18	Received	0
1857.6514000893	16	Received	0
3440.219399929	14	Received	0
4701.676500082	16	Received	0
7292.798500061	14	Received	0
8376.8615999222	18	Received	0
9375.3417999744	23	Received	0
10817.372699976	12	Received	0
11965.837500095	11	Received	0
12225.273200035	8	Received	0
13046.717099905	1	Received	0


TOKEN:	TOKEN_232489615
5	2	Created	0
480.98979997635	17	Received	4
1079.5578000546	23	Received	4
1316.2929000854	9	Received	4
1629.9906001091	8	Received	4
2162.0599999428	11	Received	4
2399.3854000568	8	Received	4
4574.905600071	11	Received	4
4900.206799984	8	Received	4
6652.8710999489	4	Received	4
6974.2757999897	1	Received	4
7191.9609999657	5	Received	2
7452.3269999027	11	Received	2
8554.8891999722	9	Received	2
8771.5297000408	13	Received	2
9095.3308999538	10	Received	2
9308.6624999046	13	Received	2
10462.108599901	10	Received	2
11088.495699883	8	Received	2
11626.425400019	9	Received	2
12147.689500093	12	Received	2
12613.999300003	5	Received	2
12868.940799952	12	Received	2
13136.106800079	8	Received	2
13473.10800004	12	Received	2
14318.640000105	7	Received	2


TOKEN:	TOKEN_224037981
4	17	Created	0
305.54830002785	22	Received	0
534.17330002785	5	Received	0
1023.6617000103	1	Received	0
3405.6001000404	9	Received	0
3822.345400095	5	Received	0
4214.0343999863	11	Received	0
4450.9189999104	1	Received	0
4686.1019001007	6	Received	0
6463.1203000546	5	Received	0
7037.1421999931	7	Received	0
7392.6479001045	6	Received	0
7909.1721000671	5	Received	0
8474.5713000298	6	Received	0
8913.9811000824	9	Received	0
9708.0996999741	8	Received	0
9926.0636000633	10	Received	0
10154.440599918	6	Received	0
11062.891299963	5	Received	0
11364.844599962	11	Received	0
11843.401200056	10	Received	0
12226.983400106	9	Received	0
13211.582000017	6	Received	0


